證券代碼,公司名稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,漲跌停,股價營收比-TEJ,股利殖利率-TSE,現金股利率,股價漲跌(元),高低價差%,次日開盤參考價,次日漲停價,次日跌停價,注意股票(A),處置股票(D),全額交割(Y),市場別
2330,台積電,20220225,581.156,589.873,581.156,585.03,94155,56880320,0.0,0.3631,25930380,15661950,603.0,604.0,0.0,28.777,15.212,129776,26.25,27.3042,7.22,7.5442,,10.3669,1.66,1.8212,0.0,1.4901,604.0,664.0,544.0,,,,TSE
2330,台積電,20220301,580.187,590.842,580.187,585.03,70303,42445208,0.0,0.2711,25931767,15662788,604.0,605.0,0.0,28.323,12.159,67439,26.25,27.3056,7.22,7.5446,,10.3675,1.66,1.8211,0.0,1.8212,604.0,664.0,544.0,,,,TSE
2317,鴻海,20220301,94.3402,95.7008,93.8866,94.7937,30997,3241194,1.4563,0.2236,13862991,1448683,104.0,104.5,1.4458,2.62,0.929,10193,10.29,11.7512,1.09,1.0897,,0.237,3.83,3.8278,1.5,1.9417,104.5,114.5,94.1,,,,TSE
1216,統一,20220301,64.167,64.8394,64.167,64.8394,11882,798598,0.5961,0.2091,5682015,383536,67.4,67.5,0.5944,0.694,0.229,3974,19.12,19.9828,3.4,3.4044,,0.8262,4.0,4.0,0.4,1.0432,67.5,74.2,60.8,,,,TSE
2317,鴻海,20220302,94.3402,95.2473,94.3402,94.7937,13856,1447933,0.0,0.0999,13862991,1448683,104.5,105.0,0.0,2.625,0.51,7727,10.29,11.7512,1.09,1.0897,,0.237,3.83,3.8278,0.0,0.9569,104.5,114.5,94.1,,,,TSE
2330,台積電,20220302,582.125,585.999,581.156,582.125,42428,25528700,-0.4967,0.1636,25931767,15584992,601.0,602.0,-0.4979,28.235,8.993,58916,26.12,27.17,7.19,7.5071,,10.316,1.66,1.8302,-3.0,0.8278,601.0,661.0,541.0,,,,TSE
1216,統一,20220302,64.7434,65.3197,64.4552,65.3197,6935,469680,0.7407,0.1221,5682015,386377,68.0,68.1,0.738,0.7,0.166,3160,19.26,20.1308,3.43,3.4296,,0.8323,3.97,3.9706,0.5,1.3333,68.0,74.8,61.2,,,,TSE
1216,統一,20220303,65.0315,65.4158,64.8394,65.3197,5265,357482,0.0,0.0927,5682015,386377,67.9,68.0,0.0,0.697,0.113,2896,19.26,20.1308,3.43,3.4296,,0.8323,3.97,3.9706,0.0,0.8824,68.0,74.8,61.2,,,,TSE
2317,鴻海,20220303,95.2473,95.7008,94.7937,94.7937,13875,1454723,0.0,0.1001,13862991,1448683,104.5,105.0,0.0,2.615,0.462,6783,10.29,11.7512,1.09,1.0897,,0.237,3.83,3.8278,0.0,0.9569,104.5,114.5,94.1,,,,TSE
2330,台積電,20220303,584.062,587.936,582.125,583.093,37103,22373890,0.1664,0.1431,25931767,15610924,601.0,602.0,0.1663,28.181,7.099,65410,26.16,27.2152,7.2,7.5196,,10.3332,1.66,1.8271,1.0,0.9983,602.0,662.0,542.0,,,,TSE
2317,鴻海,20220304,94.3402,95.2473,93.8866,95.2473,18504,1930947,0.4785,0.1335,13862991,1455614,104.5,105.0,0.4773,2.657,0.508,8128,10.33,11.8075,1.09,1.0949,,0.2381,3.81,3.8095,0.5,1.4354,105.0,115.5,94.5,,,,TSE
2330,台積電,20220304,576.313,578.25,573.407,576.313,65235,38833099,-1.1628,0.2516,25931767,15429402,594.0,595.0,-1.1696,28.164,10.22,206731,25.86,26.8987,7.12,7.4322,,10.213,1.68,1.8486,-7.0,0.8306,595.0,654.0,536.0,,,,TSE
1216,統一,20220304,64.3591,65.1276,64.071,64.5512,6997,470673,-1.1765,0.1231,5682015,381831,67.2,67.3,-1.1834,0.697,0.124,3813,19.04,19.8939,3.39,3.3893,,0.8225,4.02,4.0179,-0.8,1.6176,67.2,73.9,60.5,,,,TSE
1216,統一,20220307,64.071,64.3591,63.3985,63.5907,13295,881183,-1.4881,0.234,5682015,376149,66.2,66.3,-1.4993,0.709,0.203,8635,18.75,19.5979,3.34,3.3388,,0.8103,4.08,4.0785,-1.0,1.4881,66.2,72.8,59.6,,,,TSE
2317,鴻海,20220307,94.3402,94.3402,92.9795,92.9795,45910,4729612,-2.381,0.3312,13862991,1420957,102.5,103.0,-2.4098,2.678,1.087,22699,10.09,11.5263,1.07,1.0688,,0.2324,3.9,3.9024,-2.5,1.4286,102.5,112.5,92.3,,,,TSE
2330,台積電,20220307,561.784,562.753,556.941,557.91,97167,56147025,-3.1933,0.3747,25931767,14936698,576.0,577.0,-3.2454,28.15,12.909,297917,25.03,26.0398,6.89,7.1949,,9.8869,1.74,1.9096,-19.0,1.0084,576.0,633.0,519.0,,,,TSE
1216,統一,20220308,63.4946,63.5907,61.9577,62.8222,19074,1244053,-1.2085,0.3357,5682015,371604,65.0,65.4,-1.2158,0.715,0.294,12913,18.53,19.3611,3.3,3.2985,,0.8005,4.13,4.1284,-0.8,2.568,65.4,71.9,58.9,,,,TSE
2317,鴻海,20220308,92.0724,92.9795,90.7117,92.0724,61133,6189736,-0.9756,0.441,13862991,1407094,101.5,102.0,-0.9804,2.706,1.463,38356,9.99,11.4139,1.06,1.0584,,0.2302,3.94,3.9409,-1.0,2.439,101.5,111.5,91.4,,,,TSE
2330,台積電,20220308,543.381,552.098,543.381,545.318,88371,49908147,-2.2569,0.3408,25931767,14599585,563.0,564.0,-2.2828,28.08,11.793,269695,24.47,25.4521,6.73,7.0325,,9.6637,1.78,1.9537,-13.0,1.5625,563.0,619.0,507.0,,,,TSE
1216,統一,20220309,63.0143,63.3025,62.2458,62.534,10921,711117,-0.4587,0.1922,5682015,369899,65.0,65.1,-0.4598,0.703,0.235,6887,18.44,19.2723,3.28,3.2833,,0.7968,4.15,4.1475,-0.3,1.682,65.1,71.6,58.6,,,,TSE
2317,鴻海,20220309,92.5259,92.9795,92.0724,92.0724,29548,3008585,0.0,0.2131,13862991,1407094,101.5,102.0,0.0,2.676,0.993,17043,9.99,11.4139,1.06,1.0584,,0.2302,3.94,3.9409,0.0,0.9852,101.5,111.5,91.4,,,,TSE
2330,台積電,20220309,549.192,555.004,549.192,550.161,57512,32761408,0.8881,0.2218,25931767,14729244,567.0,568.0,0.8842,28.013,10.812,112422,24.68,25.6781,6.79,7.0949,,9.7496,1.76,1.9365,5.0,1.0657,568.0,624.0,512.0,,,,TSE
2317,鴻海,20220310,93.433,94.3402,92.9795,93.433,29400,3033282,1.4778,0.2121,13862991,1427888,102.5,103.0,1.467,2.651,0.898,12409,10.14,11.5826,1.07,1.074,,0.2336,3.88,3.8835,1.5,1.4778,103.0,113.0,92.7,,,,TSE
2330,台積電,20220310,566.627,570.501,563.721,568.564,49092,28798814,3.3451,0.1893,25931767,15221947,586.0,587.0,3.2903,28.257,8.529,71569,25.51,26.5371,7.02,7.3323,,10.0757,1.7,1.8738,19.0,1.2324,587.0,645.0,529.0,,,,TSE
1216,統一,20220310,62.9183,63.4946,62.7261,63.3985,7184,473333,1.3825,0.1264,5682015,375013,65.9,66.0,1.373,0.696,0.14,3631,18.86,19.5387,3.22,3.3287,,0.8078,4.09,4.0909,0.9,1.2289,66.0,72.6,59.4,,,,TSE
1216,統一,20220311,63.4946,63.8788,63.3025,63.6867,5686,376559,0.4545,0.1001,5682015,376718,66.2,66.3,0.4535,0.706,0.149,2543,18.94,19.6275,3.23,3.3439,,0.8115,4.07,4.0724,0.3,0.9091,66.3,72.9,59.7,,,,TSE
2317,鴻海,20220311,93.433,94.3402,92.9795,93.8866,24223,2504793,0.4854,0.1747,13862991,1434820,103.0,103.5,0.4843,2.689,0.992,9082,10.19,11.6388,1.08,1.0792,,0.2347,3.86,3.8647,0.5,1.4563,103.5,113.5,93.2,,,,TSE
2330,台積電,20220311,562.753,563.721,555.972,556.941,42981,24820833,-2.0443,0.1657,25931767,14910766,575.0,576.0,-2.0655,27.949,9.834,112158,24.99,25.9946,6.88,7.1824,,9.8697,1.74,1.9129,-12.0,1.3629,575.0,632.0,518.0,,,,TSE
2317,鴻海,20220314,93.433,94.3402,92.9795,92.9795,26933,2774250,-0.9662,0.1943,13862991,1420957,102.5,103.0,-0.9709,2.664,0.992,10301,10.09,11.5263,1.07,1.0688,,0.2324,3.9,3.9024,-1.0,1.4493,102.5,112.5,92.3,,,,TSE
2330,台積電,20220314,555.972,558.878,554.035,554.035,38562,22131365,-0.5217,0.1487,25931767,14832971,572.0,573.0,-0.5231,27.805,7.915,87337,24.86,25.859,6.84,7.1449,,9.8182,1.75,1.923,-3.0,0.8696,572.0,629.0,515.0,,,,TSE
1216,統一,20220314,63.7828,63.8788,62.8222,62.9183,8368,549995,-1.2066,0.1473,5682015,372172,65.5,65.6,-1.214,0.698,0.197,5140,18.71,19.3907,3.19,3.3035,,0.8017,4.12,4.1221,-0.8,1.6591,65.5,72.0,59.0,,,,TSE
1216,統一,20220315,62.9183,63.1104,62.534,62.7261,7748,505812,-0.3053,0.1364,5682015,371036,65.2,65.3,-0.3058,0.709,0.142,3892,18.66,19.3315,3.18,3.2934,,0.7993,4.13,4.1348,-0.2,0.916,65.3,71.8,58.8,,,,TSE
2317,鴻海,20220315,92.5259,93.433,91.6188,91.6188,31444,3189574,-1.4634,0.2268,13862991,1400162,101.0,101.5,-1.4742,2.677,0.892,16486,9.94,11.3577,1.05,1.0532,,0.229,3.96,3.9604,-1.5,1.9512,101.0,111.0,90.9,,,,TSE
2330,台積電,20220315,544.349,545.318,540.475,540.475,84338,47191728,-2.4476,0.3252,25931767,14469926,558.0,559.0,-2.478,27.664,13.2,277901,24.25,25.2261,6.67,6.97,,9.5779,1.79,1.9712,-14.0,0.8741,555.0,610.0,500.0,,,,TSE
1216,統一,20220316,62.534,62.8222,61.9577,62.7261,17599,1143562,0.0,0.3097,5682015,371036,65.3,65.4,0.0,0.709,0.296,7939,18.66,19.3315,3.18,3.2934,,0.7993,4.13,4.1348,0.0,1.3783,65.3,71.8,58.8,,,,TSE
2317,鴻海,20220316,92.0724,92.9795,90.7117,92.0724,36150,3657323,0.495,0.2608,13862991,1407094,101.0,101.5,0.4938,2.688,0.946,18966,9.99,11.4139,1.06,1.0584,,0.2302,3.94,3.9409,0.5,2.4752,101.5,111.5,91.4,,,,TSE
2330,台積電,20220316,548.992,549.965,540.231,543.152,50764,28345633,0.4928,0.1958,25931767,14469926,558.0,559.0,0.4916,27.64,7.332,110732,24.25,25.2261,6.67,6.97,,9.5779,1.79,1.9265,2.75,1.8018,558.0,613.0,503.0,,,,TSE
2317,鴻海,20220317,93.8866,94.7937,93.433,94.3402,43672,4532326,2.4631,0.315,13862991,1441751,104.0,104.5,2.4332,2.674,1.176,16099,10.24,11.695,1.08,1.0844,,0.2358,3.85,3.8462,2.5,1.4778,104.0,114.0,93.6,,,,TSE
2330,台積電,20220317,562.619,567.486,559.699,566.513,65820,38121960,4.3011,0.2538,25931767,15092289,581.0,582.0,4.2111,27.991,9.89,65468,25.29,26.311,6.96,7.2698,,9.9899,1.72,1.8471,24.0,1.4337,582.0,640.0,524.0,,,,TSE
1216,統一,20220317,63.3025,63.6867,62.7261,62.9183,11979,787488,0.3063,0.2108,5682015,372172,65.5,65.6,0.3058,0.69,0.204,5998,18.71,19.3907,3.19,3.3035,,0.8017,4.12,4.1221,0.2,1.5314,65.5,72.0,59.0,,,,TSE
1216,統一,20220318,62.9183,63.1104,62.7261,62.9183,12565,822646,0.0,0.2211,5682015,372172,65.4,65.5,0.0,0.69,0.232,3826,18.71,19.3907,3.19,3.3035,,0.8017,4.12,4.1221,0.0,0.6107,65.5,72.0,59.0,,,,TSE
2317,鴻海,20220318,95.2473,96.1544,93.8866,96.1544,82471,8685872,1.9231,0.5949,13862991,1469477,105.5,106.0,1.9048,2.724,2.453,19378,10.43,11.9199,1.11,1.1053,,0.2404,3.77,3.7736,2.0,2.4038,106.0,116.5,95.4,,,,TSE
2330,台積電,20220318,566.513,566.513,560.673,565.54,49583,28771454,-0.1718,0.1912,25931767,15066357,580.0,581.0,-0.172,27.928,8.125,39576,25.25,26.2658,6.95,7.2573,,9.9727,1.72,1.8503,-1.0,1.0309,581.0,639.0,523.0,,,,TSE
1216,統一,20220321,62.9183,63.5907,62.7261,63.1104,5973,392571,0.3053,0.1051,5682015,373308,65.6,65.7,0.3049,0.688,0.154,2977,18.77,19.4499,3.2,3.3136,,0.8042,4.11,4.1096,0.2,1.374,65.7,72.2,59.2,,,,TSE
2317,鴻海,20220321,96.1544,96.6079,94.7937,94.7937,21258,2237503,-1.4151,0.1533,13862991,1448683,104.5,105.0,-1.4252,2.67,0.878,11458,10.29,11.7512,1.09,1.0897,,0.237,3.83,3.8278,-1.5,1.8868,104.5,114.5,94.1,,,,TSE
2330,台積電,20220321,567.486,573.327,567.486,570.407,22800,13363354,0.8606,0.0879,25931767,15196016,585.0,586.0,0.8569,28.003,5.243,32617,25.47,26.4919,7.01,7.3198,,10.0585,1.71,1.8345,5.0,1.0327,586.0,644.0,528.0,,,,TSE
1216,統一,20220322,63.2064,63.3025,62.8222,62.9183,7155,469083,-0.3044,0.1259,5682015,372172,65.5,65.6,-0.3049,0.686,0.206,3510,18.71,19.3907,3.19,3.3035,,0.8017,4.12,4.1221,-0.2,0.761,65.5,72.0,59.0,,,,TSE
2317,鴻海,20220322,94.3402,94.7937,93.8866,94.3402,21111,2195813,-0.4785,0.1523,13862991,1441751,104.0,104.5,-0.4796,2.657,0.962,9133,10.24,11.695,1.08,1.0844,,0.2358,3.85,3.8462,-0.5,0.9569,104.0,114.0,93.6,,,,TSE
2330,台積電,20220322,561.646,570.407,561.646,567.486,23421,13613967,-0.5119,0.0903,25931767,15118220,583.0,584.0,-0.5133,27.861,5.967,27371,25.34,26.3562,6.97,7.2823,,10.007,1.72,1.8439,-3.0,1.5358,583.0,641.0,525.0,,,,TSE
1216,統一,20220323,63.3025,63.5907,62.9183,63.3025,7858,516586,0.6107,0.1383,5682015,374445,65.8,65.9,0.6088,0.683,0.189,4204,18.71,19.5091,3.19,3.3237,,0.8066,4.12,4.0971,0.4,1.0687,65.9,72.4,59.4,,,,TSE
2317,鴻海,20220323,94.7937,95.7008,94.3402,95.7008,20090,2107142,1.4423,0.1449,13862991,1462546,105.0,105.5,1.432,2.669,0.772,9389,10.43,11.8637,1.11,1.1001,,0.2392,3.77,4.9289,1.5,1.4423,105.5,116.0,95.0,,,,TSE
2330,台積電,20220323,574.3,574.3,570.407,574.3,27475,16177424,1.2007,0.106,25931767,15299743,589.0,590.0,1.1935,27.923,5.923,30970,25.25,26.6727,6.95,7.3697,,10.1272,1.72,1.822,7.0,0.6861,590.0,649.0,531.0,,,,TSE
1216,統一,20220324,63.1104,63.2064,62.9183,63.0143,5860,384361,-0.4552,0.1031,5682015,372740,65.6,65.7,-0.4563,0.682,0.151,3824,18.74,19.4203,3.2,3.3086,,0.8029,4.12,4.1159,-0.3,0.4552,65.6,72.1,59.1,,,,TSE
2317,鴻海,20220324,95.2473,97.9686,94.7937,96.6079,50697,5397675,0.9479,0.3657,13862991,1476409,106.5,107.0,0.9434,2.699,2.126,25623,10.6,11.9761,1.07,1.1105,,0.2415,3.76,4.8826,1.0,3.3175,106.5,117.0,95.9,,,,TSE
2330,台積電,20220324,571.38,576.247,569.433,575.274,20769,12232627,0.1695,0.0801,25931767,15325675,590.0,591.0,0.1693,28.022,4.817,21647,25.68,26.7179,7.07,7.3822,,10.1444,1.69,1.819,1.0,1.1864,591.0,650.0,532.0,,,,TSE
1216,統一,20220325,62.7261,63.0143,62.6301,62.9183,9546,624710,-0.1524,0.168,5682015,372172,65.4,65.5,-0.1526,0.681,0.224,4818,18.71,19.3907,3.19,3.3035,,0.8017,4.12,4.1221,-0.1,0.6098,65.5,72.0,59.0,,,,TSE
2317,鴻海,20220325,96.6079,97.0615,96.1544,96.1544,21198,2253282,-0.4695,0.1529,13862991,1469477,106.0,106.5,-0.4706,2.69,0.809,10670,10.55,11.9199,1.06,1.1053,,0.2404,3.77,4.9057,-0.5,0.939,106.0,116.5,95.4,,,,TSE
2330,台積電,20220325,581.114,582.087,579.167,582.087,26794,15984831,1.1844,0.1033,25931767,15507197,597.0,598.0,1.1775,28.389,5.739,29896,25.99,27.0344,7.15,7.4697,,10.2645,1.67,1.7977,7.0,0.5076,598.0,657.0,539.0,,,,TSE
1216,統一,20220328,62.6301,62.9183,62.534,62.9183,8648,565082,0.0,0.1522,5682015,372172,65.4,65.5,0.0,0.687,0.253,3376,18.71,19.3907,3.19,3.3035,,0.8017,4.12,4.1221,0.0,0.6107,65.5,72.0,59.0,,,,TSE
2317,鴻海,20220328,95.7008,96.6079,94.7937,96.1544,19925,2104511,0.0,0.1437,13862991,1469477,106.0,106.5,0.0,2.714,0.941,8885,10.55,11.9199,1.06,1.1053,,0.2404,3.77,4.9057,0.0,1.8868,106.0,116.5,95.4,,,,TSE
2330,台積電,20220328,565.54,570.407,564.566,568.46,27954,16298449,-2.3411,0.1078,25931767,15144152,584.0,585.0,-2.369,27.973,7.285,54537,25.38,26.4015,6.98,7.2948,,10.0242,1.71,1.8408,-14.0,1.0033,584.0,642.0,526.0,,,,TSE
2317,鴻海,20220329,96.1544,96.6079,94.7937,95.7008,17591,1853051,-0.4717,0.1269,13862991,1462546,105.0,105.5,-0.4728,2.697,0.747,10487,10.5,11.8637,1.06,1.1001,,0.2392,4.93,4.9289,-0.5,1.8868,105.5,116.0,95.0,,,,TSE
2330,台積電,20220329,570.407,573.327,568.46,573.327,15742,9243985,0.8562,0.0607,25931767,15273811,588.0,589.0,0.8525,28.166,3.726,21222,25.6,26.6275,7.04,7.3573,,10.11,1.87,1.8251,5.0,0.8562,589.0,647.0,531.0,,,,TSE
1216,統一,20220329,62.9183,63.2064,62.6301,63.0143,4723,309379,0.1527,0.0831,5682015,372740,65.5,65.6,0.1526,0.687,0.125,2942,18.74,19.4203,3.2,3.3086,,0.8029,4.12,4.1159,0.1,0.916,65.6,72.1,59.1,,,,TSE
1216,統一,20220330,63.3025,63.3025,62.9183,63.1104,7978,524253,0.1524,0.1404,5682015,373308,65.7,65.8,0.1523,0.681,0.179,4230,18.77,19.4499,3.2,3.3136,,0.8042,4.11,4.1096,0.1,0.6098,65.7,72.2,59.2,,,,TSE
2317,鴻海,20220330,96.1544,96.1544,95.2473,95.7008,21868,2308264,0.0,0.1577,13862991,1462546,105.0,105.5,0.0,2.668,0.786,9187,10.5,11.8637,1.06,1.1001,,0.2392,4.93,4.9289,0.0,0.9479,105.5,116.0,95.0,,,,TSE
2330,台積電,20220330,583.061,584.034,581.114,584.034,43256,25908489,1.8676,0.1668,25931767,15559060,599.0,600.0,1.8503,28.381,8.824,48535,26.08,27.1248,7.18,7.4947,,10.2988,1.83,1.7917,11.0,0.5093,600.0,660.0,540.0,,,,TSE
1216,統一,20220331,63.3025,63.5907,63.0143,63.0143,9849,648580,-0.1522,0.1733,5682015,372740,65.6,65.8,-0.1523,0.682,0.294,3590,18.74,19.4203,3.2,3.3086,,0.8029,4.12,4.1159,-0.1,0.9132,65.6,72.1,59.1,,,,TSE
2317,鴻海,20220331,96.1544,96.6079,95.7008,96.1544,21500,2280008,0.4739,0.1551,13862991,1469477,105.5,106.0,0.4728,2.687,1.032,7476,10.55,11.9199,1.06,1.1053,,0.2404,4.91,4.9057,0.5,0.9479,106.0,116.5,95.4,,,,TSE
2330,台積電,20220331,585.981,585.981,578.194,581.114,25130,15014260,-0.5,0.0969,25931767,15481265,596.0,597.0,-0.5013,28.311,6.794,18860,25.95,26.9892,7.14,7.4572,,10.2473,1.84,1.8007,-3.0,1.3333,597.0,656.0,538.0,,,,TSE
1216,統一,20220401,62.8222,63.4946,62.6301,63.4946,9380,616298,0.7622,0.1651,5682015,375581,66.0,66.1,0.7593,0.689,0.278,2610,18.89,19.5683,3.22,3.3338,,0.809,4.08,4.0847,0.5,1.372,66.1,72.7,59.5,,,,TSE
2317,鴻海,20220401,95.2473,95.7008,94.7937,94.7937,23640,2476028,-1.4151,0.1705,13862991,1448683,104.5,105.0,-1.4252,2.659,1.116,11333,10.4,11.7512,1.05,1.0897,,0.237,4.98,4.9761,-1.5,0.9434,104.5,114.5,94.1,,,,TSE
2330,台積電,20220401,569.433,573.327,568.46,573.327,31247,18328227,-1.34,0.1205,25931767,15273811,588.0,589.0,-1.3491,28.04,8.257,53178,25.6,26.6275,7.04,7.3573,,10.11,1.87,1.8251,-8.0,0.8375,589.0,647.0,531.0,,,,TSE
1216,統一,20220406,62.534,63.3985,62.534,63.3025,10620,696598,-0.3026,0.1869,5682015,374445,65.9,66.0,-0.303,0.691,0.275,4823,18.83,19.5091,3.21,3.3237,,0.8066,4.1,4.0971,-0.2,1.3616,65.9,72.4,59.4,,,,TSE
2317,鴻海,20220406,94.7937,95.2473,94.3402,95.2473,31406,3286232,0.4785,0.2265,13862991,1455614,104.5,105.0,0.4773,2.688,1.296,13404,10.45,11.8075,1.05,1.0949,,0.2381,4.95,4.9524,0.5,0.9569,105.0,115.5,94.5,,,,TSE
2330,台積電,20220406,562.619,564.566,559.699,562.619,40726,23547636,-1.8676,0.1571,25931767,14988562,578.0,579.0,-1.8852,27.677,9.289,62822,25.12,26.1302,6.91,7.2199,,9.9212,1.9,1.8599,-11.0,0.8489,578.0,635.0,521.0,,,,TSE
2330,台積電,20220407,555.806,557.753,550.939,550.939,47212,26881649,-2.0761,0.1821,25931767,14677380,566.0,567.0,-2.098,27.645,8.878,130552,24.6,25.5877,6.77,7.07,,9.7152,1.94,1.8993,-12.0,1.2111,566.0,622.0,510.0,,,,TSE
1216,統一,20220407,62.8222,63.5907,62.7261,62.9183,11727,771319,-0.607,0.2064,5682015,372172,65.5,65.6,-0.6088,0.701,0.255,5494,18.71,19.3907,3.19,3.3035,,0.8017,4.12,4.1221,-0.4,1.3657,65.5,72.0,59.0,,,,TSE
2317,鴻海,20220407,94.7937,95.2473,93.433,93.433,37755,3913045,-1.9048,0.2723,13862991,1427888,103.0,103.5,-1.9231,2.689,1.292,23911,10.25,11.5826,1.03,1.074,,0.2336,5.05,5.0485,-2.0,1.9048,103.0,113.0,92.7,,,,TSE
1216,統一,20220408,62.9183,63.5907,62.9183,63.3985,4532,298994,0.7634,0.0798,5682015,375013,66.0,66.1,0.7605,0.702,0.125,2691,18.86,19.5387,3.22,3.3287,,0.8078,4.09,4.0909,0.5,1.0687,66.0,72.6,59.4,,,,TSE
2317,鴻海,20220408,93.433,93.8866,92.9795,93.433,25228,2595666,0.0,0.182,13862991,1427888,102.5,103.0,0.0,2.673,1.087,16466,10.25,11.5826,1.03,1.074,,0.2336,5.05,5.0485,0.0,0.9709,103.0,113.0,92.7,,,,TSE
2330,台積電,20220408,551.912,554.832,550.939,551.912,31406,17821660,0.1767,0.1211,25931767,14703312,567.0,568.0,0.1765,27.524,7.464,75778,24.64,25.6329,6.78,7.0825,,9.7324,1.94,1.8959,1.0,0.7067,567.0,623.0,511.0,,,,TSE
1216,統一,20220411,63.3985,63.4946,62.9183,62.9183,5679,372752,-0.7576,0.0999,5682015,372172,65.5,65.6,-0.7605,0.706,0.13,3070,18.71,19.3907,3.19,3.3035,,0.8017,4.12,4.1221,-0.5,0.9091,65.5,72.0,59.0,,,,TSE
2317,鴻海,20220411,93.433,93.8866,92.0724,92.5259,29147,2980505,-0.9709,0.2103,13862991,1414025,101.5,102.0,-0.9756,2.684,1.042,17667,10.15,11.4701,1.02,1.0636,,0.2313,5.1,5.098,-1.0,1.9417,102.0,112.0,91.8,,,,TSE
2330,台積電,20220411,548.019,550.939,543.152,543.152,41713,23401330,-1.5873,0.1609,25931767,14469926,558.0,559.0,-1.6,27.462,8.184,130731,24.25,25.2261,6.67,6.97,,9.5779,1.97,1.9265,-9.0,1.4109,558.0,613.0,503.0,,,,TSE
2317,鴻海,20220412,92.5259,93.433,92.0724,92.5259,17944,1838013,0.0,0.1294,13862991,1414025,102.0,102.5,0.0,2.693,0.695,8667,10.15,11.4701,1.02,1.0636,,0.2313,5.1,5.098,0.0,1.4706,102.0,112.0,91.8,,,,TSE
2330,台積電,20220412,539.258,548.992,537.311,542.178,34799,19418030,-0.1792,0.1342,25931767,14443994,557.0,558.0,-0.1794,27.505,7.341,69280,24.21,25.1808,6.66,6.9575,,9.5608,1.97,1.93,-1.0,2.1505,557.0,612.0,502.0,,,,TSE
1216,統一,20220412,63.0143,63.3025,62.9183,63.1104,6040,396442,0.3053,0.1063,5682015,373308,65.6,65.7,0.3049,0.711,0.15,2945,18.77,19.4499,3.2,3.3136,,0.8042,4.11,4.1096,0.2,0.6107,65.7,72.2,59.2,,,,TSE
2330,台積電,20220413,548.992,560.673,548.019,557.753,36968,21134384,2.8725,0.1426,25931767,14858903,573.0,574.0,2.832,27.787,8.419,41249,24.9,25.9042,6.85,7.1574,,9.8354,1.92,1.8761,16.0,2.3339,573.0,630.0,516.0,,,,TSE
2317,鴻海,20220413,93.433,94.7937,92.9795,94.3402,15917,1650449,1.9608,0.1148,13862991,1441751,104.0,104.5,1.9418,2.696,0.658,8164,10.35,11.695,1.04,1.0844,,0.2358,5.0,5.0,2.0,1.9608,104.0,114.0,93.6,,,,TSE
1216,統一,20220413,63.4946,63.6867,63.2064,63.3985,4253,281033,0.4566,0.0749,5682015,375013,66.0,66.1,0.4556,0.701,0.112,2776,18.86,19.5387,3.22,3.3287,,0.8078,4.09,4.0909,0.3,0.761,66.0,72.6,59.4,,,,TSE
1216,統一,20220414,63.2064,63.8788,63.0143,63.6867,4370,289356,0.4545,0.0769,5682015,376718,66.2,66.3,0.4535,0.707,0.117,3274,18.94,19.6275,3.23,3.3439,,0.8115,4.07,4.0724,0.3,1.3636,66.3,72.9,59.7,,,,TSE
2317,鴻海,20220414,94.3402,94.7937,93.8866,94.3402,8950,932060,0.0,0.0646,13862991,1441751,104.0,104.5,0.0,2.705,0.376,4739,10.35,11.695,1.04,1.0844,,0.2358,5.0,5.0,0.0,0.9615,104.0,114.0,93.6,,,,TSE
2330,台積電,20220414,561.646,562.619,557.753,557.753,20224,11618596,0.0,0.078,25931767,14858903,573.0,574.0,0.0,27.874,4.689,27442,24.9,25.9042,6.85,7.1574,,9.8354,1.92,1.8761,0.0,0.8726,573.0,630.0,516.0,,,,TSE
2330,台積電,20220415,547.045,550.939,546.072,547.045,33158,18667922,-1.9197,0.1279,25931767,14573653,561.0,562.0,-1.9384,27.726,7.219,99936,24.42,25.4069,6.72,7.02,,9.6466,1.96,1.9128,-11.0,0.8726,562.0,618.0,506.0,,,,TSE
1216,統一,20220415,63.6867,65.3197,63.5907,64.7434,11099,747093,1.6591,0.1953,5682015,382968,67.4,67.5,1.6455,0.729,0.289,6494,19.26,19.9532,3.28,3.3993,,0.825,4.01,4.0059,1.1,2.7149,67.4,74.1,60.7,,,,TSE
2317,鴻海,20220415,93.8866,94.3402,93.433,93.433,11788,1218303,-0.9615,0.085,13862991,1427888,103.0,103.5,-0.9662,2.717,0.471,7425,10.25,11.5826,1.03,1.074,,0.2336,5.05,5.0485,-1.0,0.9615,103.0,113.0,92.7,,,,TSE
1216,統一,20220418,64.7434,65.2237,64.167,64.3591,5068,341237,-0.5935,0.0892,5682015,380695,67.0,67.1,-0.5952,0.729,0.157,3540,19.14,19.8347,3.27,3.3792,,0.8201,4.03,4.0299,-0.4,1.632,67.0,73.7,60.3,,,,TSE
